"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",88.3321070235294,2.50274080043266,35.2941491217385,1.21798645108301e-91
"2","Autogestao",8.32263623202613,3.39442719691635,2.4518529192751,0.0150059466850317
"3","ensinoFundCompleto",16.6147514836134,4.05030353523492,4.10210033373456,5.80045196560785e-05
"4","Autogestao:ensinoFundCompleto",-5.4096107667552,6.02915473005736,-0.897241986473904,0.370588760144459
