"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",107.7481066375,3.15014446320021,34.2041794896096,3.67309523140059e-82
"2","Autogestao",-9.63418771607137,5.7101217549905,-1.68721230990413,0.0932388173095228
"3","ensinoMedioCompleto",3.72953912343753,3.85812327544706,0.966671839433478,0.334963327636212
"4","Autogestao:ensinoMedioCompleto",18.8018996813839,6.44488631256934,2.9173361281354,0.00396533842475401
