"","term","estimate","std.error","statistic","p.value"
"1","(Intercept)",102.640192165,3.48305110697163,29.4684714673169,9.35167785924182e-70
"2","AberturaNovo",3.60937106357135,5.42794311521668,0.664961107173884,0.506950724316651
"3","ensinoMedioCompleto",10.9560595895454,3.97591512466715,2.75560701021317,0.0064786204650796
"4","AberturaNovo:ensinoMedioCompleto",2.64214498947813,6.01748494488703,0.439077955936246,0.661146699638593
